Baud, Errors
8088, 18996, 37
8089, 18996, 42
8090, 18996, 39
8091, 18996, 41
8092, 18996, 40
8093, 18996, 39
8094, 18996, 24
8095, 18996, 8
8096, 18996, 8
8097, 18996, 17
8098, 18996, 34
8099, 18996, 37
8100, 18996, 42
7900, 18997, 41
7901, 18997, 40
7902, 18997, 42
7903, 18997, 42
7904, 18997, 43
7905, 18997, 41
7906, 18997, 32
7907, 18997, 13
7908, 18997, 10
7909, 18997, 10
7910, 18997, 26
7911, 18997, 32
7912, 18997, 42
7913, 18997, 45
7914, 18997, 43
7915, 18997, 41
7916, 18997, 42
7917, 18997, 38
7918, 18997, 40
7919, 18997, 31
7920, 18997, 12
7921, 18997, 10
7922, 18997, 16
7923, 18997, 33
7924, 18997, 38
7925, 18997, 39
7926, 18997, 43
7927, 18997, 40
7928, 18997, 40
7929, 18997, 43
7930, 18997, 40
7931, 18997, 33
7932, 18997, 19
7933, 18997, 16
7934, 18997, 14
7935, 18997, 21
7936, 18997, 39
7937, 18997, 31
7938, 18997, 42
7939, 18997, 43
7940, 18997, 44
7941, 18997, 41
7942, 18997, 44
7943, 18997, 34
7944, 18997, 29
7945, 18997, 22
7946, 18997, 5
7947, 18997, 16
7948, 18997, 29
7949, 18997, 40
7950, 18997, 44
7951, 18997, 41
7952, 18997, 44
7953, 18997, 43
7954, 18997, 43
7955, 18997, 39
7956, 18997, 36
7957, 18997, 25
7958, 18997, 12
7959, 18997, 14
7960, 18997, 26
7961, 18997, 39
7962, 18997, 45
7963, 18997, 40
7964, 18997, 43
7965, 18997, 44
7966, 18997, 41
7967, 18997, 32
7968, 18997, 36
7969, 18997, 32
7970, 18997, 13
7971, 18997, 10
7972, 18997, 17
7973, 18997, 35
7974, 18997, 39
7975, 18997, 44
7976, 18997, 43
7977, 18997, 42
7978, 18997, 42
7979, 18997, 40
7980, 18997, 43
7981, 18997, 36
7982, 18997, 15
7983, 18997, 10
7984, 18997, 14
7985, 18997, 29
7986, 18997, 36
7987, 18997, 41
7988, 18997, 45
7989, 18997, 41
7990, 18997, 41
7991, 18997, 41
7992, 18997, 47
7993, 18997, 39
7994, 18997, 27
7995, 18997, 12
7996, 18997, 8
7997, 18997, 10
7998, 18997, 33
7999, 18997, 39
8000, 18997, 45
8001, 18997, 45
8002, 18997, 44
8003, 18997, 46
8004, 18997, 47
8005, 18997, 42
8006, 18997, 34
8007, 18997, 20
8008, 18997, 8
8009, 18997, 13
8010, 18997, 33
8011, 18997, 39
8012, 18997, 45
8013, 18997, 42
8014, 18997, 44
8015, 18997, 42
8016, 18997, 41
8017, 18997, 40
8018, 18997, 30
8019, 18997, 25
8020, 18997, 16
8021, 18997, 12
8022, 18997, 19
8023, 18997, 34
8024, 18997, 37
8025, 18997, 40
8026, 18997, 40
8027, 18997, 39
8028, 18997, 41
8029, 18997, 43
8030, 18997, 43
8031, 18997, 34
8032, 18997, 19
8033, 18997, 16
8034, 18997, 13
8035, 18997, 23
8036, 18997, 34
8037, 18997, 34
8038, 18997, 40
8039, 18997, 42
8040, 18997, 42
8041, 18997, 41
8042, 18997, 39
8043, 18997, 35
8044, 18997, 30
8045, 18997, 12
8046, 18997, 4
8047, 18997, 12
8048, 18997, 31
8049, 18997, 36
8050, 18997, 38
8051, 18997, 41
8052, 18997, 40
8053, 18997, 44
8054, 18997, 40
8055, 18997, 42
8056, 18997, 33
8057, 18997, 15
8058, 18997, 6
8059, 18997, 9
8060, 18997, 25
8061, 18997, 39
8062, 18997, 41
8063, 18997, 40
8064, 18997, 41
8065, 18997, 40
8066, 18997, 40
8067, 18997, 36
8068, 18997, 37
8069, 18997, 29
8070, 18997, 11
8071, 18997, 10
8072, 18997, 18
8073, 18997, 29
8074, 18997, 41
8075, 18997, 41
8076, 18997, 37
8077, 18997, 40
8078, 18997, 37
8079, 18997, 40
8080, 18997, 36
8081, 18997, 30
8082, 18997, 20
8083, 18997, 8
8084, 18997, 16
8085, 18997, 23
8086, 18997, 36
8087, 18997, 37
8088, 18997, 40
8089, 18997, 40
8090, 18997, 42
8091, 18997, 41
8092, 18997, 43
8093, 18997, 33
8094, 18997, 24
8095, 18997, 15
8096, 18997, 6
8097, 18997, 13
8098, 18997, 27
8099, 18997, 38
8100, 18997, 43
7900, 18998, 44
7901, 18998, 39
7902, 18998, 43
7903, 18998, 42
7904, 18998, 44
7905, 18998, 42
7906, 18998, 34
7907, 18998, 20
7908, 18998, 8
7909, 18998, 15
7910, 18998, 23
7911, 18998, 34
7912, 18998, 45
7913, 18998, 43
7914, 18998, 43
7915, 18998, 41
7916, 18998, 42
7917, 18998, 37
7918, 18998, 41
7919, 18998, 22
7920, 18998, 15
7921, 18998, 10
7922, 18998, 12
7923, 18998, 34
7924, 18998, 39
7925, 18998, 44
7926, 18998, 40
7927, 18998, 40
7928, 18998, 43
7929, 18998, 40
7930, 18998, 37
7931, 18998, 31
7932, 18998, 20
7933, 18998, 12
7934, 18998, 11
7935, 18998, 24
7936, 18998, 36
7937, 18998, 34
7938, 18998, 38
7939, 18998, 42
7940, 18998, 42
7941, 18998, 43
7942, 18998, 43
7943, 18998, 37
7944, 18998, 30
7945, 18998, 15
7946, 18998, 8
7947, 18998, 15
7948, 18998, 35
7949, 18998, 37
7950, 18998, 44
7951, 18998, 43
7952, 18998, 44
7953, 18998, 44
7954, 18998, 44
7955, 18998, 38
7956, 18998, 32
7957, 18998, 20
7958, 18998, 12
7959, 18998, 12
7960, 18998, 27
7961, 18998, 38
7962, 18998, 42
7963, 18998, 44
7964, 18998, 45
7965, 18998, 43
7966, 18998, 40
7967, 18998, 40
7968, 18998, 40
7969, 18998, 34
7970, 18998, 15
7971, 18998, 9
7972, 18998, 24
7973, 18998, 38
7974, 18998, 42
7975, 18998, 43
7976, 18998, 47
7977, 18998, 40
7978, 18998, 41
7979, 18998, 43
7980, 18998, 43
7981, 18998, 38
7982, 18998, 16
7983, 18998, 7
7984, 18998, 13
7985, 18998, 21
7986, 18998, 39
7987, 18998, 39
7988, 18998, 44
7989, 18998, 42
7990, 18998, 43
7991, 18998, 42
7992, 18998, 48
7993, 18998, 41
7994, 18998, 29
7995, 18998, 11
7996, 18998, 11
7997, 18998, 10
7998, 18998, 35
7999, 18998, 37
8000, 18998, 43
8001, 18998, 44
8002, 18998, 44
8003, 18998, 43
8004, 18998, 47
8005, 18998, 44
8006, 18998, 29
8007, 18998, 17
8008, 18998, 9
8009, 18998, 16
8010, 18998, 29
8011, 18998, 39
8012, 18998, 45
8013, 18998, 42
8014, 18998, 43
8015, 18998, 42
8016, 18998, 44
8017, 18998, 38
8018, 18998, 39
8019, 18998, 28
8020, 18998, 17
8021, 18998, 12
8022, 18998, 19
8023, 18998, 37
8024, 18998, 41
8025, 18998, 38
8026, 18998, 40
8027, 18998, 40
8028, 18998, 41
8029, 18998, 40
8030, 18998, 42
8031, 18998, 35
8032, 18998, 21
8033, 18998, 12
8034, 18998, 12
8035, 18998, 23
8036, 18998, 34
8037, 18998, 40
8038, 18998, 40
8039, 18998, 45
8040, 18998, 42
8041, 18998, 42
8042, 18998, 37
8043, 18998, 35
8044, 18998, 26
8045, 18998, 10
8046, 18998, 4
8047, 18998, 11
8048, 18998, 30
8049, 18998, 35
8050, 18998, 42
8051, 18998, 42
8052, 18998, 42
8053, 18998, 40
8054, 18998, 39
8055, 18998, 40
8056, 18998, 38
8057, 18998, 18
8058, 18998, 7
8059, 18998, 10
8060, 18998, 23
8061, 18998, 36
8062, 18998, 43
8063, 18998, 39
8064, 18998, 43
8065, 18998, 39
8066, 18998, 39
8067, 18998, 36
8068, 18998, 38
8069, 18998, 26
8070, 18998, 14
8071, 18998, 10
8072, 18998, 18
8073, 18998, 25
8074, 18998, 37
8075, 18998, 37
8076, 18998, 39
8077, 18998, 40
8078, 18998, 35
8079, 18998, 38
8080, 18998, 35
8081, 18998, 32
8082, 18998, 20
8083, 18998, 5
8084, 18998, 13
8085, 18998, 21
8086, 18998, 38
8087, 18998, 34
8088, 18998, 40
8089, 18998, 42
8090, 18998, 40
8091, 18998, 41
8092, 18998, 41
8093, 18998, 34
8094, 18998, 31
8095, 18998, 12
8096, 18998, 6
8097, 18998, 14
8098, 18998, 32
8099, 18998, 34
8100, 18998, 42
7900, 18999, 42
7901, 18999, 37
7902, 18999, 41
7903, 18999, 38
7904, 18999, 45
7905, 18999, 42
7906, 18999, 34
7907, 18999, 19
7908, 18999, 7
7909, 18999, 14
7910, 18999, 26
7911, 18999, 34
7912, 18999, 42
7913, 18999, 44
7914, 18999, 42
7915, 18999, 41
7916, 18999, 43
7917, 18999, 36
7918, 18999, 35
7919, 18999, 27
7920, 18999, 10
7921, 18999, 8
7922, 18999, 19
7923, 18999, 34
7924, 18999, 38
7925, 18999, 43
7926, 18999, 41
7927, 18999, 39
7928, 18999, 40
7929, 18999, 44
7930, 18999, 41
7931, 18999, 32
7932, 18999, 18
7933, 18999, 10
7934, 18999, 13
7935, 18999, 20
7936, 18999, 33
7937, 18999, 38
7938, 18999, 42
7939, 18999, 40
7940, 18999, 45
7941, 18999, 41
7942, 18999, 39
7943, 18999, 36
7944, 18999, 24
7945, 18999, 16
7946, 18999, 11
7947, 18999, 16
7948, 18999, 28
7949, 18999, 40
7950, 18999, 41
7951, 18999, 41
7952, 18999, 44
7953, 18999, 43
7954, 18999, 43
7955, 18999, 40
7956, 18999, 35
7957, 18999, 24
7958, 18999, 15
7959, 18999, 16
7960, 18999, 29
7961, 18999, 35
7962, 18999, 46
7963, 18999, 43
7964, 18999, 42
7965, 18999, 44
7966, 18999, 40
7967, 18999, 39
7968, 18999, 35
7969, 18999, 31
7970, 18999, 16
7971, 18999, 11
7972, 18999, 23
7973, 18999, 34
7974, 18999, 42
7975, 18999, 44
7976, 18999, 45
7977, 18999, 40
7978, 18999, 44
7979, 18999, 41
7980, 18999, 44
7981, 18999, 38
7982, 18999, 22
7983, 18999, 8
7984, 18999, 15
7985, 18999, 26
7986, 18999, 36
7987, 18999, 41
7988, 18999, 45
7989, 18999, 42
7990, 18999, 44
7991, 18999, 41
7992, 18999, 49
7993, 18999, 37
7994, 18999, 27
7995, 18999, 13
7996, 18999, 7
7997, 18999, 13
7998, 18999, 32
7999, 18999, 39
8000, 18999, 44
8001, 18999, 45
8002, 18999, 44
8003, 18999, 42
8004, 18999, 45
8005, 18999, 40
8006, 18999, 32
8007, 18999, 16
8008, 18999, 9
8009, 18999, 14
8010, 18999, 29
8011, 18999, 36
8012, 18999, 43
8013, 18999, 41
8014, 18999, 44
8015, 18999, 43
8016, 18999, 45
8017, 18999, 37
8018, 18999, 38
8019, 18999, 27
8020, 18999, 14
8021, 18999, 11
8022, 18999, 23
8023, 18999, 34
8024, 18999, 43
8025, 18999, 42
8026, 18999, 40
8027, 18999, 39
8028, 18999, 41
8029, 18999, 44
8030, 18999, 42
8031, 18999, 32
8032, 18999, 23
8033, 18999, 8
8034, 18999, 14
8035, 18999, 28
8036, 18999, 36
8037, 18999, 37
8038, 18999, 44
8039, 18999, 44
8040, 18999, 44
8041, 18999, 42
8042, 18999, 38
8043, 18999, 36
8044, 18999, 25
8045, 18999, 16
8046, 18999, 9
8047, 18999, 13
8048, 18999, 35
8049, 18999, 37
8050, 18999, 39
8051, 18999, 41
8052, 18999, 42
8053, 18999, 42
8054, 18999, 41
8055, 18999, 39
8056, 18999, 36
8057, 18999, 11
8058, 18999, 7
8059, 18999, 11
8060, 18999, 26
8061, 18999, 36
8062, 18999, 37
8063, 18999, 39
8064, 18999, 40
8065, 18999, 42
8066, 18999, 41
8067, 18999, 36
8068, 18999, 37
8069, 18999, 23
8070, 18999, 13
8071, 18999, 7
8072, 18999, 21
8073, 18999, 25
8074, 18999, 39
8075, 18999, 38
8076, 18999, 35
8077, 18999, 41
8078, 18999, 39
8079, 18999, 39
8080, 18999, 39
8081, 18999, 36
8082, 18999, 19
8083, 18999, 8
8084, 18999, 10
8085, 18999, 23
8086, 18999, 35
8087, 18999, 35
8088, 18999, 39
8089, 18999, 40
8090, 18999, 42
8091, 18999, 39
8092, 18999, 42
8093, 18999, 39
8094, 18999, 29
8095, 18999, 7
8096, 18999, 7
8097, 18999, 12
8098, 18999, 35
8099, 18999, 35
8100, 18999, 40
7900, 19000, 41
7901, 19000, 40
7902, 19000, 42
7903, 19000, 35
7904, 19000, 46
7905, 19000, 38
7906, 19000, 32
7907, 19000, 19
7908, 19000, 11
7909, 19000, 12
7910, 19000, 19
7911, 19000, 38
7912, 19000, 43
7913, 19000, 40
7914, 19000, 43
7915, 19000, 40
7916, 19000, 44
7917, 19000, 40
7918, 19000, 31
7919, 19000, 27
7920, 19000, 14
7921, 19000, 10
7922, 19000, 21
7923, 19000, 37
7924, 19000, 40
7925, 19000, 42
7926, 19000, 41
7927, 19000, 41
7928, 19000, 44
7929, 19000, 45
7930, 19000, 39
7931, 19000, 31
7932, 19000, 21
7933, 19000, 10
7934, 19000, 12
7935, 19000, 26
7936, 19000, 37
7937, 19000, 35
7938, 19000, 42
7939, 19000, 42
7940, 19000, 44
7941, 19000, 41
7942, 19000, 40
7943, 19000, 36
7944, 19000, 32
7945, 19000, 17
7946, 19000, 6
7947, 19000, 17
7948, 19000, 33
7949, 19000, 42
7950, 19000, 42
7951, 19000, 43
7952, 19000, 46
7953, 19000, 43
7954, 19000, 40
7955, 19000, 39
7956, 19000, 38
7957, 19000, 25
7958, 19000, 11
7959, 19000, 18
7960, 19000, 24
7961, 19000, 33
7962, 19000, 46
7963, 19000, 42
7964, 19000, 44
7965, 19000, 41
7966, 19000, 42
7967, 19000, 37
7968, 19000, 33
7969, 19000, 36
7970, 19000, 24
7971, 19000, 12
7972, 19000, 18
7973, 19000, 35
7974, 19000, 42
7975, 19000, 42
7976, 19000, 43
7977, 19000, 42
7978, 19000, 43
7979, 19000, 42
7980, 19000, 44
7981, 19000, 39
7982, 19000, 20
7983, 19000, 11
7984, 19000, 14
7985, 19000, 26
7986, 19000, 38
7987, 19000, 40
7988, 19000, 44
7989, 19000, 41
7990, 19000, 43
7991, 19000, 44
7992, 19000, 49
7993, 19000, 39
7994, 19000, 27
7995, 19000, 14
7996, 19000, 10
7997, 19000, 17
7998, 19000, 31
7999, 19000, 39
8000, 19000, 46
8001, 19000, 42
8002, 19000, 41
8003, 19000, 43
8004, 19000, 47
8005, 19000, 41
8006, 19000, 34
8007, 19000, 14
8008, 19000, 13
8009, 19000, 16
8010, 19000, 33
8011, 19000, 38
8012, 19000, 46
8013, 19000, 45
8014, 19000, 44
8015, 19000, 42
8016, 19000, 43
8017, 19000, 40
8018, 19000, 34
8019, 19000, 26
8020, 19000, 12
8021, 19000, 14
8022, 19000, 20
8023, 19000, 30
8024, 19000, 42
8025, 19000, 43
8026, 19000, 40
8027, 19000, 38
8028, 19000, 41
8029, 19000, 44
8030, 19000, 42
8031, 19000, 33
8032, 19000, 22
8033, 19000, 9
8034, 19000, 9
8035, 19000, 24
8036, 19000, 35
8037, 19000, 36
8038, 19000, 39
8039, 19000, 45
8040, 19000, 42
8041, 19000, 43
8042, 19000, 38
8043, 19000, 33
8044, 19000, 24
8045, 19000, 14
8046, 19000, 6
8047, 19000, 16
8048, 19000, 30
8049, 19000, 35
8050, 19000, 38
8051, 19000, 43
8052, 19000, 42
8053, 19000, 41
8054, 19000, 39
8055, 19000, 43
8056, 19000, 33
8057, 19000, 15
8058, 19000, 6
8059, 19000, 11
8060, 19000, 20
8061, 19000, 40
8062, 19000, 41
8063, 19000, 42
8064, 19000, 44
8065, 19000, 39
8066, 19000, 40
8067, 19000, 35
8068, 19000, 39
8069, 19000, 31
8070, 19000, 12
8071, 19000, 8
8072, 19000, 18
8073, 19000, 23
8074, 19000, 39
8075, 19000, 41
8076, 19000, 36
8077, 19000, 42
8078, 19000, 40
8079, 19000, 40
8080, 19000, 35
8081, 19000, 33
8082, 19000, 19
8083, 19000, 6
8084, 19000, 12
8085, 19000, 24
8086, 19000, 33
8087, 19000, 35
8088, 19000, 43
8089, 19000, 40
8090, 19000, 41
8091, 19000, 41
8092, 19000, 41
8093, 19000, 35
8094, 19000, 22
8095, 19000, 9
8096, 19000, 9
8097, 19000, 18
8098, 19000, 32
8099, 19000, 37
8100, 19000, 43
7900, 19001, 41
7901, 19001, 42
7902, 19001, 41
7903, 19001, 41
7904, 19001, 45
7905, 19001, 42
7906, 19001, 32
7907, 19001, 15
7908, 19001, 7
7909, 19001, 15
7910, 19001, 32
7911, 19001, 37
7912, 19001, 45
7913, 19001, 42
7914, 19001, 45
7915, 19001, 40
7916, 19001, 42
7917, 19001, 42
7918, 19001, 38
7919, 19001, 21
7920, 19001, 16
7921, 19001, 14
7922, 19001, 19
7923, 19001, 36
7924, 19001, 42
7925, 19001, 42
7926, 19001, 43
7927, 19001, 41
7928, 19001, 41
7929, 19001, 46
7930, 19001, 38
7931, 19001, 29
7932, 19001, 24
7933, 19001, 13
7934, 19001, 13
7935, 19001, 24
7936, 19001, 31
7937, 19001, 36
7938, 19001, 42
7939, 19001, 41
7940, 19001, 43
7941, 19001, 43
7942, 19001, 44
7943, 19001, 35
7944, 19001, 31
7945, 19001, 16
7946, 19001, 9
7947, 19001, 16
7948, 19001, 30
7949, 19001, 40
7950, 19001, 44
7951, 19001, 42
7952, 19001, 45
7953, 19001, 44
7954, 19001, 43
7955, 19001, 36
7956, 19001, 37
7957, 19001, 20
7958, 19001, 12
7959, 19001, 16
7960, 19001, 26
7961, 19001, 36
7962, 19001, 44
7963, 19001, 43
7964, 19001, 44
7965, 19001, 43
7966, 19001, 39
7967, 19001, 39
7968, 19001, 38
7969, 19001, 35
7970, 19001, 16
7971, 19001, 9
7972, 19001, 17
7973, 19001, 32
7974, 19001, 42
7975, 19001, 42
7976, 19001, 45
7977, 19001, 39
7978, 19001, 43
7979, 19001, 41
7980, 19001, 42
7981, 19001, 39
7982, 19001, 21
7983, 19001, 10
7984, 19001, 16
7985, 19001, 26
7986, 19001, 38
7987, 19001, 39
7988, 19001, 43
7989, 19001, 43
7990, 19001, 43
7991, 19001, 40
7992, 19001, 43
7993, 19001, 37
7994, 19001, 28
7995, 19001, 14
7996, 19001, 11
7997, 19001, 13
7998, 19001, 31
7999, 19001, 37
8000, 19001, 41
8001, 19001, 42
8002, 19001, 42
8003, 19001, 44
8004, 19001, 44
8005, 19001, 41
8006, 19001, 35
8007, 19001, 10
8008, 19001, 10
8009, 19001, 17
8010, 19001, 29
8011, 19001, 40
8012, 19001, 42
8013, 19001, 44
8014, 19001, 45
8015, 19001, 40
8016, 19001, 41
8017, 19001, 35
8018, 19001, 38
8019, 19001, 24
8020, 19001, 13
8021, 19001, 13
8022, 19001, 24
8023, 19001, 37
8024, 19001, 43
8025, 19001, 38
8026, 19001, 41
8027, 19001, 40
8028, 19001, 43
8029, 19001, 42
8030, 19001, 43
8031, 19001, 29
8032, 19001, 21
8033, 19001, 11
8034, 19001, 10
8035, 19001, 22
8036, 19001, 28
8037, 19001, 35
8038, 19001, 42
8039, 19001, 41
8040, 19001, 42
8041, 19001, 38
8042, 19001, 36
8043, 19001, 38
8044, 19001, 29
8045, 19001, 10
8046, 19001, 4
8047, 19001, 13
8048, 19001, 30
8049, 19001, 39
8050, 19001, 41
8051, 19001, 42
8052, 19001, 41
8053, 19001, 43
8054, 19001, 40
8055, 19001, 37
8056, 19001, 29
8057, 19001, 14
8058, 19001, 7
8059, 19001, 9
8060, 19001, 21
8061, 19001, 38
8062, 19001, 40
8063, 19001, 40
8064, 19001, 44
8065, 19001, 37
8066, 19001, 36
8067, 19001, 37
8068, 19001, 38
8069, 19001, 26
8070, 19001, 12
8071, 19001, 4
8072, 19001, 23
8073, 19001, 29
8074, 19001, 36
8075, 19001, 35
8076, 19001, 41
8077, 19001, 39
8078, 19001, 42
8079, 19001, 40
8080, 19001, 36
8081, 19001, 30
8082, 19001, 18
8083, 19001, 7
8084, 19001, 9
8085, 19001, 23
8086, 19001, 33
8087, 19001, 32
8088, 19001, 41
8089, 19001, 41
8090, 19001, 40
8091, 19001, 38
8092, 19001, 38
8093, 19001, 36
8094, 19001, 25
8095, 19001, 9
8096, 19001, 10
8097, 19001, 11
8098, 19001, 35
8099, 19001, 31
8100, 19001, 40
7900, 19002, 41
7901, 19002, 43
7902, 19002, 39
7903, 19002, 39
7904, 19002, 44
7905, 19002, 41
7906, 19002, 35
7907, 19002, 16
7908, 19002, 9
7909, 19002, 13
7910, 19002, 24
7911, 19002, 38
7912, 19002, 42
7913, 19002, 41
7914, 19002, 42
7915, 19002, 38
7916, 19002, 41
7917, 19002, 42
7918, 19002, 35
7919, 19002, 28
7920, 19002, 13
7921, 19002, 10
7922, 19002, 20
7923, 19002, 31
7924, 19002, 42
7925, 19002, 43
7926, 19002, 40
7927, 19002, 42
7928, 19002, 41
7929, 19002, 40
7930, 19002, 37
7931, 19002, 32
7932, 19002, 22
7933, 19002, 14
7934, 19002, 14
7935, 19002, 27
7936, 19002, 37
7937, 19002, 35
7938, 19002, 38
7939, 19002, 42
7940, 19002, 43
7941, 19002, 46
7942, 19002, 39
7943, 19002, 36
7944, 19002, 33
7945, 19002, 16
7946, 19002, 9
7947, 19002, 16
7948, 19002, 33
7949, 19002, 45
7950, 19002, 42
7951, 19002, 43
7952, 19002, 45
7953, 19002, 46
7954, 19002, 44
7955, 19002, 38
7956, 19002, 36
7957, 19002, 20
7958, 19002, 12
7959, 19002, 8
7960, 19002, 20
7961, 19002, 34
7962, 19002, 44
7963, 19002, 40
7964, 19002, 43
7965, 19002, 44
7966, 19002, 38
7967, 19002, 34
7968, 19002, 37
7969, 19002, 29
7970, 19002, 17
7971, 19002, 12
7972, 19002, 19
7973, 19002, 35
7974, 19002, 43
7975, 19002, 43
7976, 19002, 45
7977, 19002, 41
7978, 19002, 44
7979, 19002, 41
7980, 19002, 42
7981, 19002, 39
7982, 19002, 19
7983, 19002, 10
7984, 19002, 17
7985, 19002, 30
7986, 19002, 38
7987, 19002, 41
7988, 19002, 45
7989, 19002, 41
7990, 19002, 43
7991, 19002, 42
7992, 19002, 48
7993, 19002, 41
7994, 19002, 21
7995, 19002, 14
7996, 19002, 10
7997, 19002, 7
7998, 19002, 32
7999, 19002, 38
8000, 19002, 43
8001, 19002, 41
8002, 19002, 42
8003, 19002, 45
8004, 19002, 47
8005, 19002, 38
8006, 19002, 30
8007, 19002, 18
8008, 19002, 8
8009, 19002, 16
8010, 19002, 32
8011, 19002, 36
8012, 19002, 47
8013, 19002, 43
8014, 19002, 44
8015, 19002, 38
8016, 19002, 43
8017, 19002, 39
8018, 19002, 40
8019, 19002, 27
8020, 19002, 13
8021, 19002, 12
8022, 19002, 26
8023, 19002, 32
8024, 19002, 42
8025, 19002, 41
8026, 19002, 43
8027, 19002, 41
8028, 19002, 40
8029, 19002, 39
8030, 19002, 42
8031, 19002, 29
8032, 19002, 23
8033, 19002, 11
8034, 19002, 14
8035, 19002, 29
8036, 19002, 34
8037, 19002, 37
8038, 19002, 42
8039, 19002, 42
8040, 19002, 41
8041, 19002, 38
8042, 19002, 39
8043, 19002, 36
8044, 19002, 23
8045, 19002, 11
8046, 19002, 5
8047, 19002, 12
8048, 19002, 30
8049, 19002, 36
8050, 19002, 37
8051, 19002, 42
8052, 19002, 38
8053, 19002, 43
8054, 19002, 41
8055, 19002, 33
8056, 19002, 29
8057, 19002, 13
8058, 19002, 8
8059, 19002, 12
8060, 19002, 27
8061, 19002, 38
8062, 19002, 38
8063, 19002, 39
8064, 19002, 41
8065, 19002, 40
8066, 19002, 40
8067, 19002, 38
8068, 19002, 34
8069, 19002, 26
8070, 19002, 13
8071, 19002, 10
8072, 19002, 15
8073, 19002, 32
8074, 19002, 37
8075, 19002, 41
8076, 19002, 36
8077, 19002, 39
8078, 19002, 38
8079, 19002, 39
8080, 19002, 40
8081, 19002, 33
8082, 19002, 20
8083, 19002, 6
8084, 19002, 14
8085, 19002, 27
8086, 19002, 38
8087, 19002, 36
8088, 19002, 38
8089, 19002, 36
8090, 19002, 40
8091, 19002, 41
8092, 19002, 36
8093, 19002, 41
8094, 19002, 25
8095, 19002, 11
8096, 19002, 7
8097, 19002, 18
8098, 19002, 30
8099, 19002, 38
8100, 19002, 43
7900, 19003, 41
7901, 19003, 40
7902, 19003, 43
7903, 19003, 42
7904, 19003, 44
7905, 19003, 43
7906, 19003, 34
7907, 19003, 16
7908, 19003, 9
7909, 19003, 14
7910, 19003, 24
7911, 19003, 30
7912, 19003, 44
7913, 19003, 43
7914, 19003, 43
7915, 19003, 41
7916, 19003, 40
7917, 19003, 41
7918, 19003, 37
7919, 19003, 22
7920, 19003, 14
7921, 19003, 9
7922, 19003, 17
7923, 19003, 30
7924, 19003, 45
7925, 19003, 40
7926, 19003, 38
7927, 19003, 41
7928, 19003, 42
7929, 19003, 44
7930, 19003, 38
7931, 19003, 36
7932, 19003, 20
7933, 19003, 15
7934, 19003, 12
7935, 19003, 24
7936, 19003, 35
7937, 19003, 39
7938, 19003, 40
7939, 19003, 42
7940, 19003, 44
7941, 19003, 41
7942, 19003, 43
7943, 19003, 35
7944, 19003, 31
7945, 19003, 19
7946, 19003, 7
7947, 19003, 16
7948, 19003, 32
7949, 19003, 43
7950, 19003, 43
7951, 19003, 42
7952, 19003, 45
7953, 19003, 44
7954, 19003, 44
7955, 19003, 36
7956, 19003, 29
7957, 19003, 20
7958, 19003, 12
7959, 19003, 13
7960, 19003, 22
7961, 19003, 32
7962, 19003, 45
7963, 19003, 43
7964, 19003, 44
7965, 19003, 42
7966, 19003, 37
7967, 19003, 37
7968, 19003, 37
7969, 19003, 33
7970, 19003, 19
7971, 19003, 10
7972, 19003, 20
7973, 19003, 35
7974, 19003, 43
7975, 19003, 41
7976, 19003, 45
7977, 19003, 41
7978, 19003, 44
7979, 19003, 42
7980, 19003, 44
7981, 19003, 35
7982, 19003, 20
7983, 19003, 13
7984, 19003, 15
7985, 19003, 22
7986, 19003, 36
7987, 19003, 40
7988, 19003, 43
7989, 19003, 46
7990, 19003, 44
7991, 19003, 42
7992, 19003, 47
7993, 19003, 42
7994, 19003, 30
7995, 19003, 6
7996, 19003, 6
7997, 19003, 12
7998, 19003, 33
7999, 19003, 39
8000, 19003, 42
8001, 19003, 41
8002, 19003, 43
8003, 19003, 42
8004, 19003, 44
8005, 19003, 40
8006, 19003, 32
8007, 19003, 11
8008, 19003, 7
8009, 19003, 15
8010, 19003, 30
8011, 19003, 37
8012, 19003, 45
8013, 19003, 42
8014, 19003, 45
8015, 19003, 41
8016, 19003, 41
8017, 19003, 39
8018, 19003, 38
8019, 19003, 27
8020, 19003, 18
8021, 19003, 11
8022, 19003, 24
8023, 19003, 35
8024, 19003, 45
8025, 19003, 41
8026, 19003, 42
8027, 19003, 40
8028, 19003, 44
8029, 19003, 42
8030, 19003, 43
8031, 19003, 32
8032, 19003, 23
8033, 19003, 13
8034, 19003, 16
8035, 19003, 26
8036, 19003, 33
8037, 19003, 35
8038, 19003, 45
8039, 19003, 43
8040, 19003, 43
8041, 19003, 42
8042, 19003, 39
8043, 19003, 36
8044, 19003, 23
8045, 19003, 10
8046, 19003, 5
8047, 19003, 12
8048, 19003, 25
8049, 19003, 37
8050, 19003, 38
8051, 19003, 42
8052, 19003, 39
8053, 19003, 43
8054, 19003, 41
8055, 19003, 38
8056, 19003, 30
8057, 19003, 12
8058, 19003, 5
8059, 19003, 12
8060, 19003, 25
8061, 19003, 35
8062, 19003, 39
8063, 19003, 40
8064, 19003, 43
8065, 19003, 39
8066, 19003, 39
8067, 19003, 36
8068, 19003, 41
8069, 19003, 28
8070, 19003, 14
8071, 19003, 10
8072, 19003, 19
8073, 19003, 28
8074, 19003, 37
8075, 19003, 38
8076, 19003, 38
8077, 19003, 39
8078, 19003, 41
8079, 19003, 40
